school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,health,absences,G1,G2,G3,Walc_bin
GP,F,17,Urban,LE3,together,5th - 9th grade,5th - 9th grade,services,other,course,mother,15-30 min,2-5 hrs,0,yes,yes,yes,no,yes,yes,yes,yes,good,high,high,low,very good,6,12,12,12,yes
GP,F,18,Rural,GT3,alone,secondary education,5th - 9th grade,other,services,home,mother,15-30 min,2-5 hrs,0,no,no,no,no,no,no,yes,yes,good,very low,very low,very low,very good,75,10,9,9,no
GP,M,18,Urban,GT3,together,higher education,higher education,teacher,services,home,mother,15-30 min,<2 hrs,0,no,no,yes,yes,yes,yes,yes,no,moderate,low,high,very low,moderate,22,9,9,9,yes
GP,F,18,Urban,GT3,together,higher education,higher education,health,health,reputation,father,<15 min,2-5 hrs,1,yes,yes,no,yes,yes,yes,yes,yes,bad,high,high,very low,good,15,9,8,8,no
GP,M,18,Urban,LE3,together,higher education,secondary education,teacher,services,course,mother,15-30 min,<2 hrs,0,no,no,yes,yes,yes,yes,yes,no,good,low,moderate,very low,very bad,8,10,11,10,yes
GP,M,17,Urban,LE3,alone,higher education,4th grade,services,other,home,mother,15-30 min,<2 hrs,0,no,no,yes,yes,yes,yes,yes,yes,good,very high,high,low,very good,30,8,8,8,yes
GP,M,17,Urban,LE3,alone,secondary education,5th - 9th grade,teacher,services,home,mother,<15 min,<2 hrs,1,no,no,no,no,yes,yes,yes,no,good,high,high,moderate,moderate,19,11,9,10,yes
GP,F,18,Rural,LE3,together,4th grade,4th grade,at_home,other,reputation,mother,15-30 min,>10 hrs,0,no,yes,yes,yes,yes,yes,no,no,excellent,low,low,very low,moderate,1,12,12,12,no
GP,F,18,Urban,GT3,together,4th grade,4th grade,other,other,home,mother,15-30 min,2-5 hrs,0,yes,no,no,yes,yes,yes,yes,no,excellent,high,high,very low,good,4,8,9,10,no
GP,F,17,Urban,GT3,together,5th - 9th grade,5th - 9th grade,other,other,course,mother,<15 min,2-5 hrs,0,no,yes,no,no,no,yes,yes,no,excellent,high,very high,very low,very good,4,10,9,11,yes
GP,M,17,Urban,GT3,together,4th grade,4th grade,other,other,reputation,father,<15 min,2-5 hrs,0,no,no,yes,no,no,yes,yes,no,good,moderate,moderate,very low,good,2,12,10,11,yes
GP,F,18,Urban,GT3,together,5th - 9th grade,5th - 9th grade,at_home,at_home,other,mother,<15 min,5-10 hrs,0,no,yes,yes,no,yes,yes,yes,no,good,moderate,moderate,very low,bad,5,18,18,19,yes
GP,F,17,Urban,GT3,together,4th grade,4th grade,services,teacher,reputation,mother,<15 min,5-10 hrs,0,no,yes,yes,no,yes,yes,yes,no,good,moderate,moderate,very low,moderate,6,13,12,12,no
GP,M,18,Urban,GT3,together,5th - 9th grade,4th grade,services,services,reputation,mother,<15 min,5-10 hrs,0,no,no,yes,yes,yes,yes,yes,no,good,low,high,very low,bad,6,15,14,14,yes
GP,M,18,Urban,LE3,alone,higher education,higher education,teacher,teacher,reputation,mother,<15 min,2-5 hrs,0,no,yes,yes,yes,yes,yes,yes,no,excellent,high,moderate,very low,bad,9,15,13,15,no
GP,M,18,Urban,GT3,together,higher education,5th - 9th grade,teacher,other,home,mother,<15 min,2-5 hrs,0,no,yes,yes,yes,yes,yes,yes,yes,good,moderate,low,very low,very good,11,12,11,11,yes
GP,F,17,Urban,GT3,together,higher education,secondary education,health,services,reputation,mother,<15 min,5-10 hrs,0,no,yes,yes,no,yes,yes,yes,no,good,low,low,very low,moderate,0,15,15,15,yes
GP,F,18,Urban,LE3,together,5th - 9th grade,4th grade,services,at_home,reputation,mother,<15 min,2-5 hrs,1,no,no,no,no,yes,yes,yes,yes,excellent,high,moderate,very low,very good,12,12,12,13,no
GP,F,17,Rural,LE3,together,secondary education,4th grade,services,other,reputation,mother,15-30 min,>10 hrs,0,no,yes,yes,no,yes,yes,no,no,moderate,very low,low,very low,moderate,6,18,18,18,no
GP,M,18,Rural,LE3,together,secondary education,5th - 9th grade,services,other,reputation,mother,15-30 min,5-10 hrs,0,no,yes,yes,yes,yes,yes,yes,no,excellent,high,low,very low,good,8,14,13,14,no
GP,M,17,Urban,GT3,together,secondary education,secondary education,health,other,home,mother,<15 min,<2 hrs,0,no,yes,yes,no,yes,yes,yes,no,good,high,moderate,very low,very good,4,14,12,11,yes
GP,F,19,Urban,GT3,together,higher education,higher education,health,other,reputation,other,15-30 min,2-5 hrs,0,no,yes,yes,yes,yes,yes,yes,no,bad,moderate,high,low,bad,0,10,9,0,yes
GP,F,18,Urban,LE3,together,higher education,secondary education,other,other,home,other,15-30 min,2-5 hrs,0,no,yes,yes,no,yes,yes,yes,yes,good,high,very high,very low,bad,10,10,8,8,yes
GP,F,18,Urban,GT3,together,higher education,secondary education,other,other,reputation,father,<15 min,>10 hrs,0,no,yes,yes,no,yes,yes,yes,no,good,moderate,moderate,very low,moderate,0,14,13,14,no
GP,M,18,Urban,LE3,together,higher education,higher education,teacher,teacher,home,mother,<15 min,<2 hrs,0,no,yes,yes,no,yes,yes,yes,yes,very bad,high,low,low,very bad,5,16,15,16,yes
GP,F,18,Urban,LE3,alone,higher education,higher education,health,other,home,mother,<15 min,2-5 hrs,0,no,yes,no,no,yes,yes,yes,yes,good,low,high,very low,good,14,12,10,11,no
GP,M,17,Urban,LE3,together,higher education,higher education,other,teacher,home,father,15-30 min,<2 hrs,0,no,no,yes,no,yes,yes,yes,no,good,very low,very low,low,very good,0,11,11,10,yes
GP,F,17,Urban,GT3,together,higher education,5th - 9th grade,other,other,reputation,mother,15-30 min,5-10 hrs,0,no,yes,yes,no,yes,yes,yes,no,good,moderate,moderate,very low,moderate,0,15,12,14,no
GP,F,17,Urban,GT3,together,secondary education,5th - 9th grade,health,health,reputation,father,<15 min,>10 hrs,0,no,yes,yes,yes,no,yes,yes,no,excellent,low,low,very low,very good,0,17,17,18,yes
GP,M,19,Urban,GT3,together,secondary education,secondary education,other,other,home,other,<15 min,2-5 hrs,1,no,yes,no,yes,yes,yes,yes,yes,good,high,high,very low,moderate,20,15,14,13,no
GP,F,18,Urban,GT3,together,5th - 9th grade,higher education,services,at_home,reputation,other,<15 min,2-5 hrs,1,no,yes,yes,yes,yes,yes,yes,no,good,high,moderate,very low,moderate,8,14,12,12,no
GP,M,20,Urban,GT3,alone,secondary education,5th - 9th grade,services,other,course,other,<15 min,<2 hrs,0,no,no,no,yes,yes,yes,no,no,excellent,very high,moderate,very low,very good,0,17,18,18,no
GP,M,19,Urban,GT3,together,higher education,higher education,teacher,services,reputation,other,15-30 min,<2 hrs,1,no,yes,yes,no,yes,yes,yes,yes,good,moderate,high,very low,good,38,8,9,8,no
GP,M,19,Rural,GT3,together,secondary education,secondary education,other,services,reputation,father,<15 min,2-5 hrs,1,no,no,no,yes,yes,yes,no,yes,good,very high,moderate,very low,very good,0,15,12,12,yes
GP,F,19,Urban,LE3,together,4th grade,4th grade,at_home,other,reputation,other,<15 min,2-5 hrs,1,yes,yes,no,yes,no,yes,yes,no,good,high,moderate,very low,moderate,18,12,10,10,yes
GP,F,19,Urban,LE3,together,4th grade,5th - 9th grade,services,services,home,other,<15 min,2-5 hrs,1,no,no,no,yes,no,yes,no,yes,good,low,high,low,moderate,0,9,9,0,yes
GP,F,19,Urban,GT3,together,5th - 9th grade,4th grade,at_home,other,other,other,30 min - 1 hr,2-5 hrs,0,no,yes,no,no,yes,no,yes,yes,moderate,high,very low,very low,bad,20,14,12,13,no
GP,M,19,Urban,GT3,together,4th grade,5th - 9th grade,other,services,course,other,<15 min,2-5 hrs,1,no,no,no,no,no,yes,yes,no,good,very high,low,low,good,3,13,11,11,yes
GP,F,19,Urban,LE3,together,secondary education,5th - 9th grade,services,other,reputation,other,15-30 min,2-5 hrs,1,no,yes,yes,no,no,yes,yes,yes,good,low,low,very low,very bad,22,13,10,11,yes
GP,F,19,Urban,GT3,together,4th grade,4th grade,at_home,health,home,other,<15 min,5-10 hrs,2,no,no,no,no,no,yes,yes,yes,good,very low,low,very low,moderate,14,15,13,13,no
GP,F,19,Rural,GT3,together,5th - 9th grade,secondary education,other,other,reputation,other,<15 min,5-10 hrs,1,no,no,no,no,yes,yes,yes,yes,good,very low,low,very low,moderate,40,13,11,11,no
GP,F,18,Urban,GT3,together,5th - 9th grade,4th grade,services,other,course,mother,15-30 min,2-5 hrs,0,no,yes,yes,yes,yes,yes,yes,no,excellent,moderate,moderate,very low,very bad,0,8,8,0,yes
GP,F,18,Urban,GT3,together,higher education,secondary education,other,other,course,mother,<15 min,5-10 hrs,0,no,yes,yes,yes,yes,yes,yes,yes,good,moderate,high,very low,very good,9,9,10,9,no
GP,F,17,Rural,GT3,together,secondary education,higher education,at_home,services,course,father,<15 min,5-10 hrs,0,no,yes,yes,yes,no,yes,yes,no,good,moderate,high,low,very good,0,11,11,10,yes
GP,F,18,Urban,GT3,together,higher education,higher education,teacher,other,course,mother,<15 min,2-5 hrs,0,no,yes,yes,no,yes,yes,yes,no,good,high,high,moderate,very good,2,11,11,11,yes
GP,F,17,Urban,GT3,alone,higher education,secondary education,services,services,course,mother,<15 min,2-5 hrs,0,no,yes,yes,no,yes,yes,yes,yes,excellent,low,low,very low,very good,23,13,13,13,yes
GP,F,17,Urban,GT3,together,5th - 9th grade,5th - 9th grade,other,other,course,mother,<15 min,2-5 hrs,0,no,yes,no,no,yes,yes,no,yes,good,low,low,very low,moderate,12,11,9,9,no
GP,F,17,Rural,LE3,together,5th - 9th grade,5th - 9th grade,services,services,course,mother,<15 min,5-10 hrs,0,no,yes,yes,yes,yes,yes,yes,no,moderate,moderate,low,low,moderate,3,11,11,11,yes
GP,F,17,Urban,GT3,together,secondary education,4th grade,services,services,course,father,<15 min,5-10 hrs,0,no,yes,no,no,no,yes,yes,no,moderate,high,moderate,low,very good,1,12,14,15,yes
GP,F,17,Urban,LE3,together,none,5th - 9th grade,at_home,at_home,home,father,15-30 min,5-10 hrs,0,no,no,no,no,yes,yes,yes,no,moderate,moderate,moderate,low,bad,0,16,15,15,yes
GP,M,18,Urban,GT3,together,higher education,higher education,other,other,course,mother,<15 min,5-10 hrs,0,no,no,no,yes,yes,yes,yes,no,good,moderate,moderate,low,moderate,3,9,12,11,yes
GP,M,17,Urban,GT3,together,secondary education,secondary education,other,services,reputation,mother,<15 min,<2 hrs,0,no,no,no,yes,no,yes,yes,no,good,moderate,very high,moderate,very good,3,14,15,16,yes
GP,M,17,Rural,GT3,together,5th - 9th grade,5th - 9th grade,services,other,course,mother,>1 hr,<2 hrs,0,no,yes,no,no,yes,yes,yes,no,good,high,very high,very high,good,8,11,10,10,yes
GP,F,17,Urban,GT3,together,higher education,higher education,teacher,services,course,mother,<15 min,5-10 hrs,0,no,yes,yes,yes,yes,yes,yes,no,excellent,high,high,very low,good,7,10,9,9,yes
GP,F,17,Urban,GT3,together,higher education,higher education,teacher,teacher,course,mother,15-30 min,5-10 hrs,0,no,yes,yes,no,no,yes,yes,yes,good,moderate,moderate,very low,good,4,14,14,14,yes
GP,M,18,Urban,LE3,together,5th - 9th grade,5th - 9th grade,other,other,course,mother,<15 min,>10 hrs,0,no,yes,no,yes,yes,yes,yes,no,good,very high,very high,low,very good,2,9,8,8,yes
GP,F,17,Rural,GT3,together,5th - 9th grade,higher education,at_home,other,course,father,<15 min,5-10 hrs,0,no,yes,no,no,yes,yes,yes,yes,good,high,moderate,very low,very good,7,12,14,14,no
GP,F,18,Urban,GT3,together,secondary education,secondary education,services,services,home,mother,<15 min,2-5 hrs,0,no,no,no,yes,yes,yes,yes,no,excellent,moderate,high,very low,good,0,7,0,0,no
GP,F,18,Urban,LE3,together,5th - 9th grade,5th - 9th grade,other,other,home,other,<15 min,2-5 hrs,0,no,no,no,yes,no,yes,yes,yes,good,moderate,moderate,very low,bad,0,8,8,0,no
GP,F,18,Rural,GT3,together,5th - 9th grade,5th - 9th grade,at_home,other,course,mother,15-30 min,>10 hrs,0,no,no,no,yes,yes,yes,no,no,good,high,high,very low,good,0,10,9,0,no
GP,F,17,Urban,GT3,together,secondary education,higher education,services,other,course,mother,<15 min,5-10 hrs,0,no,no,no,no,yes,yes,yes,no,good,high,very high,very low,very good,16,16,15,15,yes
GP,F,19,Rural,GT3,alone,secondary education,4th grade,services,at_home,home,other,<15 min,5-10 hrs,1,no,no,yes,no,yes,yes,no,no,excellent,high,moderate,very low,very good,12,14,13,13,yes
GP,F,17,Urban,GT3,together,secondary education,5th - 9th grade,other,other,home,mother,<15 min,2-5 hrs,0,no,yes,yes,no,yes,yes,yes,yes,good,moderate,low,low,bad,0,7,8,0,yes
GP,F,18,Urban,LE3,together,secondary education,secondary education,services,services,home,mother,<15 min,>10 hrs,0,no,yes,no,no,yes,yes,yes,no,excellent,moderate,moderate,very low,very bad,7,16,15,17,no
GP,F,17,Rural,GT3,alone,secondary education,5th - 9th grade,other,other,home,mother,<15 min,2-5 hrs,0,no,yes,yes,no,yes,yes,yes,no,good,moderate,moderate,low,bad,4,9,10,10,yes
GP,F,19,Urban,GT3,together,5th - 9th grade,4th grade,services,services,home,other,<15 min,5-10 hrs,1,no,no,yes,yes,yes,yes,yes,yes,good,moderate,high,very low,moderate,4,11,12,11,yes
GP,M,18,Urban,GT3,together,higher education,higher education,teacher,services,home,father,<15 min,2-5 hrs,1,no,yes,no,yes,yes,yes,yes,no,good,moderate,moderate,low,bad,0,10,10,0,yes
GP,M,18,Urban,LE3,together,secondary education,higher education,services,other,home,mother,<15 min,2-5 hrs,0,no,no,no,yes,yes,yes,yes,yes,good,moderate,moderate,very low,very good,11,16,15,15,yes
GP,F,17,Urban,GT3,alone,5th - 9th grade,5th - 9th grade,at_home,at_home,home,father,<15 min,2-5 hrs,1,no,yes,no,no,yes,yes,yes,yes,moderate,moderate,very low,very low,good,0,9,8,0,yes
GP,F,18,Urban,GT3,together,5th - 9th grade,secondary education,at_home,other,course,mother,<15 min,5-10 hrs,0,no,yes,no,no,yes,yes,yes,no,good,moderate,moderate,very low,moderate,4,11,10,10,yes
GP,F,18,Urban,GT3,together,secondary education,5th - 9th grade,other,services,other,mother,<15 min,5-10 hrs,0,no,no,no,no,yes,yes,yes,yes,excellent,high,moderate,low,very bad,7,13,13,14,yes
GP,M,18,Rural,GT3,together,higher education,secondary education,teacher,services,course,mother,<15 min,5-10 hrs,0,no,no,no,no,yes,yes,yes,yes,excellent,moderate,low,very low,good,9,16,15,16,yes
GP,M,18,Urban,GT3,together,higher education,secondary education,teacher,other,course,mother,<15 min,5-10 hrs,0,no,yes,yes,no,yes,yes,yes,yes,excellent,high,very high,low,very good,0,10,10,9,yes
GP,F,17,Urban,GT3,together,higher education,secondary education,health,other,reputation,mother,<15 min,5-10 hrs,0,no,yes,yes,yes,yes,yes,yes,yes,good,high,moderate,very low,good,0,13,15,15,yes
MS,M,18,Rural,GT3,together,secondary education,5th - 9th grade,other,other,course,mother,15-30 min,<2 hrs,1,no,yes,no,no,no,yes,yes,no,bad,very high,very high,very high,very good,10,11,13,13,yes
MS,M,19,Rural,GT3,together,4th grade,4th grade,other,services,home,other,30 min - 1 hr,2-5 hrs,3,no,no,no,no,yes,yes,yes,no,excellent,high,high,moderate,bad,8,8,7,8,yes
MS,M,17,Urban,GT3,together,secondary education,secondary education,health,other,course,mother,15-30 min,2-5 hrs,0,no,yes,yes,no,yes,yes,yes,no,good,very high,high,low,moderate,2,13,13,13,yes
MS,M,18,Urban,LE3,together,4th grade,secondary education,at_home,services,course,mother,<15 min,<2 hrs,1,no,no,no,no,yes,no,yes,yes,good,moderate,moderate,low,moderate,7,8,7,8,yes
MS,M,19,Rural,GT3,together,4th grade,4th grade,other,other,home,other,30 min - 1 hr,<2 hrs,1,no,yes,no,no,yes,yes,yes,no,good,high,high,moderate,very good,4,8,8,8,yes
MS,M,17,Rural,GT3,together,higher education,secondary education,services,other,home,mother,15-30 min,2-5 hrs,0,no,yes,yes,yes,no,yes,yes,yes,good,very high,very high,very low,bad,4,13,11,11,yes
MS,F,18,Urban,GT3,together,secondary education,secondary education,services,services,course,father,<15 min,2-5 hrs,0,no,yes,no,no,yes,yes,no,yes,excellent,moderate,high,very low,very good,0,10,9,9,no
MS,F,17,Rural,GT3,together,higher education,higher education,teacher,services,other,father,15-30 min,2-5 hrs,0,no,yes,yes,yes,yes,yes,yes,no,good,moderate,moderate,very low,very good,4,12,13,13,yes
MS,F,17,Urban,LE3,alone,secondary education,5th - 9th grade,services,other,reputation,mother,15-30 min,2-5 hrs,0,no,no,no,no,yes,yes,no,yes,very bad,low,moderate,very low,very good,2,12,12,11,yes
MS,M,18,Urban,LE3,together,4th grade,4th grade,other,services,home,father,15-30 min,<2 hrs,0,no,no,no,no,no,yes,yes,yes,moderate,moderate,low,very low,moderate,4,10,10,10,yes
MS,F,18,Urban,LE3,together,4th grade,4th grade,at_home,services,course,father,15-30 min,5-10 hrs,0,no,no,no,no,yes,yes,yes,no,excellent,moderate,low,very low,good,0,18,16,16,no
MS,F,18,Rural,LE3,alone,4th grade,higher education,at_home,other,course,mother,30 min - 1 hr,2-5 hrs,0,no,no,no,no,yes,yes,no,yes,good,moderate,high,very low,very good,0,13,13,13,yes
MS,M,18,Rural,LE3,together,4th grade,4th grade,at_home,other,other,mother,15-30 min,2-5 hrs,1,no,no,no,yes,no,no,no,no,good,high,moderate,low,very good,2,13,12,12,yes
MS,F,18,Urban,GT3,together,secondary education,secondary education,services,services,other,mother,15-30 min,2-5 hrs,0,no,yes,no,no,yes,yes,yes,yes,good,moderate,low,very low,moderate,0,11,11,10,yes
MS,F,17,Urban,LE3,together,higher education,higher education,at_home,at_home,course,mother,<15 min,2-5 hrs,0,no,yes,yes,yes,yes,yes,yes,yes,bad,moderate,high,very low,very bad,0,16,15,15,no
MS,F,17,Rural,GT3,together,4th grade,5th - 9th grade,other,services,course,father,15-30 min,2-5 hrs,0,no,no,no,no,no,yes,no,no,moderate,low,low,very low,moderate,0,12,11,12,yes
MS,M,18,Rural,GT3,together,4th grade,secondary education,at_home,other,course,mother,15-30 min,2-5 hrs,0,no,yes,yes,no,yes,yes,no,no,moderate,moderate,high,low,moderate,4,10,10,10,yes
MS,M,18,Urban,LE3,together,higher education,higher education,teacher,services,other,mother,15-30 min,5-10 hrs,0,no,no,yes,no,yes,yes,yes,yes,good,low,low,low,very good,0,13,13,13,yes
MS,F,17,Rural,GT3,together,4th grade,4th grade,other,services,reputation,mother,30 min - 1 hr,<2 hrs,1,no,yes,yes,no,yes,yes,yes,yes,excellent,low,very low,very low,very bad,0,7,6,0,yes
MS,F,18,Urban,GT3,together,5th - 9th grade,secondary education,at_home,services,course,father,15-30 min,<2 hrs,0,no,yes,yes,no,yes,yes,yes,yes,excellent,low,moderate,very low,good,0,11,10,10,yes
MS,F,18,Rural,GT3,together,higher education,higher education,other,teacher,other,father,30 min - 1 hr,2-5 hrs,0,no,yes,yes,no,no,yes,yes,yes,moderate,low,low,high,very good,10,14,12,11,yes
MS,F,19,Urban,LE3,together,secondary education,5th - 9th grade,services,services,home,other,15-30 min,2-5 hrs,2,no,no,no,yes,yes,yes,no,yes,moderate,low,low,very low,moderate,4,7,7,9,no
MS,M,18,Rural,LE3,together,4th grade,5th - 9th grade,at_home,services,other,father,30 min - 1 hr,<2 hrs,0,no,yes,yes,yes,yes,no,yes,yes,good,moderate,moderate,low,moderate,3,14,12,12,yes
MS,F,17,Urban,GT3,together,5th - 9th grade,5th - 9th grade,other,at_home,home,mother,<15 min,5-10 hrs,0,no,no,no,yes,yes,yes,no,yes,moderate,high,moderate,very low,moderate,8,13,11,11,no
MS,F,17,Rural,GT3,together,4th grade,5th - 9th grade,other,other,course,mother,<15 min,<2 hrs,0,no,no,no,yes,yes,yes,yes,no,moderate,very high,very high,very low,very bad,14,6,5,5,yes
MS,F,18,Rural,LE3,together,higher education,higher education,other,other,reputation,mother,15-30 min,5-10 hrs,0,no,no,no,no,yes,yes,yes,no,excellent,high,high,very low,very bad,0,19,18,19,no
MS,F,18,Rural,GT3,together,4th grade,4th grade,other,other,home,mother,>1 hr,5-10 hrs,0,no,no,no,no,yes,yes,yes,no,good,moderate,low,very low,good,2,8,8,10,yes
MS,F,20,Urban,GT3,together,higher education,5th - 9th grade,health,other,course,other,15-30 min,5-10 hrs,2,no,yes,yes,no,no,yes,yes,yes,excellent,high,moderate,very low,moderate,4,15,14,15,no
MS,F,18,Rural,LE3,together,higher education,higher education,teacher,services,course,mother,<15 min,2-5 hrs,0,no,no,yes,yes,yes,yes,yes,no,excellent,high,moderate,moderate,bad,4,8,9,10,yes
MS,F,18,Urban,GT3,together,secondary education,secondary education,other,other,home,mother,<15 min,2-5 hrs,0,no,no,yes,no,yes,yes,yes,yes,good,very low,moderate,very low,very bad,0,15,15,15,yes
MS,F,17,Rural,GT3,together,secondary education,4th grade,at_home,other,reputation,mother,<15 min,2-5 hrs,0,no,yes,yes,yes,no,yes,yes,no,good,very high,high,low,very bad,17,10,10,10,yes
MS,M,18,Urban,GT3,together,higher education,higher education,teacher,teacher,home,father,<15 min,2-5 hrs,0,no,no,yes,yes,no,yes,yes,no,moderate,low,high,very low,bad,4,15,14,14,yes
MS,M,18,Rural,GT3,together,5th - 9th grade,4th grade,other,other,other,mother,15-30 min,<2 hrs,0,no,no,no,yes,no,yes,yes,yes,good,high,moderate,very low,very good,5,7,6,7,yes
MS,M,17,Urban,GT3,together,5th - 9th grade,secondary education,other,services,home,father,15-30 min,2-5 hrs,0,no,no,no,yes,yes,yes,yes,no,good,high,moderate,very low,moderate,2,11,11,10,no
MS,M,19,Rural,GT3,together,4th grade,4th grade,other,services,other,mother,15-30 min,<2 hrs,1,no,no,no,no,yes,yes,no,no,good,moderate,low,very low,very good,0,6,5,0,yes
MS,M,18,Rural,GT3,together,higher education,5th - 9th grade,other,other,home,father,15-30 min,<2 hrs,1,no,no,yes,no,yes,yes,no,no,excellent,high,moderate,high,moderate,14,6,5,5,yes
MS,F,18,Rural,GT3,together,5th - 9th grade,5th - 9th grade,at_home,other,other,mother,15-30 min,5-10 hrs,0,no,no,yes,no,yes,yes,no,no,excellent,moderate,moderate,very low,good,2,10,9,10,yes
MS,F,18,Rural,GT3,together,higher education,higher education,teacher,at_home,reputation,mother,30 min - 1 hr,<2 hrs,0,no,yes,yes,yes,yes,yes,yes,yes,good,high,moderate,low,very good,7,6,5,6,yes
MS,F,19,Rural,GT3,together,5th - 9th grade,secondary education,services,other,course,mother,<15 min,5-10 hrs,1,no,no,no,yes,no,yes,yes,no,excellent,high,low,very low,very good,0,7,5,0,yes
MS,F,18,Urban,LE3,together,secondary education,4th grade,teacher,services,course,mother,<15 min,2-5 hrs,0,no,yes,yes,no,yes,yes,yes,no,good,moderate,high,very low,very bad,0,7,9,8,no
MS,F,18,Urban,GT3,together,4th grade,4th grade,other,other,course,mother,15-30 min,2-5 hrs,1,no,no,no,yes,yes,yes,no,no,very bad,very low,very low,very low,very good,0,6,5,0,no
MS,M,20,Urban,LE3,alone,5th - 9th grade,5th - 9th grade,services,services,course,other,<15 min,2-5 hrs,2,no,yes,yes,no,yes,yes,no,no,excellent,very high,high,high,good,11,9,9,9,yes
MS,M,17,Urban,LE3,together,secondary education,4th grade,services,services,course,mother,15-30 min,<2 hrs,0,no,no,no,no,no,yes,yes,no,bad,high,very high,moderate,bad,3,14,16,16,yes
MS,M,21,Rural,GT3,together,4th grade,4th grade,other,other,course,other,<15 min,<2 hrs,3,no,no,no,no,no,yes,no,no,excellent,very high,moderate,moderate,moderate,3,10,8,7,yes
MS,M,18,Rural,LE3,together,secondary education,5th - 9th grade,services,other,course,mother,30 min - 1 hr,<2 hrs,0,no,no,no,no,no,yes,yes,no,good,high,very low,moderate,very good,0,11,12,10,yes
MS,M,19,Urban,LE3,together,4th grade,4th grade,other,at_home,course,father,<15 min,<2 hrs,0,no,no,no,no,yes,yes,yes,no,moderate,low,moderate,moderate,very good,5,8,9,9,yes
